0,252,fathers
1,602,family
2,406,name
3,205,being
4,8,name
5,7,tongue
6,1,make
7,5,or
8,408,pip
9,207,i
10,208,pip
11,11,pip
12,2,i
13,77,fathers
14,240,family
15,40,name
16,32,authority
17,80,sister
18,4,i
19,209,saw
20,416,father
21,11,or
22,17,mother
23,18,saw
24,6,likeness
25,6,first
26,216,fancies
27,210,like
28,210,shape
29,7,letters
30,23,fathers
31,5,idea
32,3,he
33,32,square
34,4,stout
35,208,dark
36,216,man
37,17,black
38,4,hair
39,257,character
40,27,turn
41,5,inscription
42,18,i
43,21,conclusion
44,35,mother
45,15,five
46,32,stone
47,1,lozenges
48,25,foot
49,8,half
50,9,row
51,3,grave
52,30,memory
53,2,five
54,4,brothers
55,14,mine
56,8,living
57,9,universal
58,11,struggle
59,204,i
60,10,am
61,2,belief
62,2,i
63,19,backs
64,4,hands
65,8,trousers
66,9,pockets
67,601,state
68,7,existence
69,14,marsh
70,2,country
71,12,down
72,8,wound
73,6,twenty
74,8,miles
75,3,sea
76,16,first
77,4,impression
78,3,identity
79,12,afternoon
80,5,evening
81,5,at
82,204,time
83,2,i
84,5,place
85,6,parish
86,204,dead
87,16,alexander
88,16,children
89,5,dead
90,6,dark
91,16,flat
92,4,wilderness
93,35,dykes
94,22,mounds
95,11,feeding
96,67,marshes
97,52,low
98,19,line
99,4,savage
100,33,wind
101,4,rushing
102,3,sea
103,2,small
104,3,bundle
105,5,shivers
106,11,growing
107,11,beginning
108,9,cry
109,6,pip
110,16,hold
111,21,voice
112,22,man
113,2,at
114,16,side
115,27,church
116,40,keep
117,27,still
118,30,devil
119,16,or
120,216,cut
121,19,throat
122,424,man
123,227,grey
124,32,iron
125,48,leg
126,29,man
127,11,no
128,22,hat
129,29,rag
130,40,round
131,33,head
132,58,man
133,212,water
134,11,mud
135,27,stones
136,12,cut
137,6,flints
138,14,briars
139,25,head
140,28,he
141,6,chin
142,27,o
143,16,cut
144,5,throat
145,413,sir
146,7,i
147,41,terror
148,4,do
149,602,sir
150,414,man
151,205,pip
152,216,sir
153,216,man
154,2,at
155,32,mouth
156,204,pip
157,7,pip
158,201,sir
159,8,show
160,2,man
161,3,pint
162,12,place
163,4,i
164,8,village
165,2,lay
166,21,flat
167,208,pollards
168,6,mile
169,10,or
170,17,church
171,20,man
172,9,looking
173,3,at
174,15,moment
175,10,down
176,207,pockets
177,8,piece
178,3,bread
179,20,church
180,207,he
181,28,den
182,33,he
183,6,go
184,89,head
185,16,heels
186,402,i
187,30,saw
188,23,feet
189,8,church
190,227,i
191,28,i
192,21,high
193,2,he
194,4,bread
195,28,young
196,209,dog
197,4,man
198,4,licking
199,10,lips
200,204,fat
201,6,cheeks
202,205,i
203,3,fat
204,205,i
205,8,at
206,5,time
207,3,years
208,10,darn
209,209,i
210,10,em
211,29,man
212,7,shake
213,227,head
214,229,i
215,10,half
216,15,mind
217,52,i
218,10,hope
219,201,he
220,3,he
221,207,keep
222,7,keep
223,5,here
224,220,man
225,24,mother
226,4,sir
227,28,i
228,27,he
229,13,short
230,8,run
231,5,shoulder
232,26,sir
233,28,i
234,624,mother
235,3,he
236,5,coming
237,40,back
238,436,father
239,17,mother
240,2,sir
241,226,i
242,4,parish
243,27,he
244,1,let
245,27,i
246,51,mind
247,39,sister
248,215,sir
249,15,sir
250,8,he
251,13,down
252,202,at
253,208,leg
254,10,looking
255,5,at
256,37,leg
257,7,times
258,201,he
259,29,closer
260,18,arms
261,45,back
262,2,he
263,14,hold
264,7,down
265,203,mine
266,3,mine
267,3,here
268,2,he
269,6,question
270,402,being
271,4,let
272,6,file
273,201,sir
274,1,sir
275,8,question
276,202,he
277,3,sense
278,3,helplessness
279,2,danger
280,6,file
281,402,he
282,203,he
283,1,em
284,228,he
285,6,or
286,18,heart
287,2,liver
288,52,he
289,201,i
290,2,i
291,4,hands
292,1,let
293,6,keep
294,15,upright
295,15,sir
296,228,i
297,54,i
298,203,he
299,40,dip
300,26,roll
301,19,church
302,3,he
303,13,arms
304,7,upright
305,206,position
306,10,top
307,18,stone
308,3,terms
309,3,tomorrow
310,5,morning
311,12,file
312,6,lot
313,4,at
314,24,battery
315,205,do
316,7,word
317,209,or
318,5,make
319,17,sign
320,204,person
321,202,or
322,3,person
323,10,let
324,1,or
325,8,go
326,207,words
327,206,no
328,601,matter
329,7,small
330,18,heart
331,21,liver
332,204,i
333,14,may
334,4,i
335,4,am
336,226,young
337,213,man
338,5,comparison
339,226,young
340,226,man
341,5,i
342,8,am
343,39,angel
344,226,young
345,213,man
346,5,words
347,5,i
348,28,young
349,204,man
350,5,secret
351,9,way
352,402,at
353,27,boy
354,203,at
355,16,heart
356,3,at
357,40,liver
358,54,wain
359,414,boy
360,1,attempt
361,19,hide
362,35,young
363,222,man
364,17,boy
365,404,may
366,35,lock
367,14,door
368,409,may
369,19,bed
370,414,may
371,30,tuck
372,220,may
373,59,draw
374,48,head
375,21,may
376,33,safe
377,40,young
378,29,man
379,7,will
380,240,creep
381,43,creep
382,21,way
383,12,tear
384,5,open
385,7,i
386,7,am
387,2,keeping
388,14,young
389,1,man
390,5,at
391,202,present
392,6,moment
393,10,difficulty
394,2,i
395,28,find
396,8,hold
397,14,young
398,8,man
399,2,inside
400,13,do
401,404,i
402,404,i
403,28,file
404,406,i
405,13,bits
406,7,food
407,204,i
408,5,i
409,2,at
410,36,battery
411,9,morning
412,14,lord
413,7,strike
414,2,dead
415,26,man
416,52,i
417,201,he
418,28,down
419,2,he
420,28,young
421,213,man
422,5,home
423,3,night
424,3,sir
425,228,i
426,53,he
427,5,cold
428,12,flat
429,202,i
430,1,wish
431,5,i
432,106,frog
433,4,or
434,9,eel
435,5,at
436,6,same
437,5,time
438,2,he
439,238,body
440,16,arms
441,20,hold
442,20,low
443,22,church
444,7,wall
445,3,i
446,6,saw
447,22,go
448,13,picking
449,10,way
450,6,bound
451,54,green
452,6,mounds
453,201,he
454,203,young
455,2,he
456,12,hands
457,201,dead
458,2,people
459,71,stretching
460,212,twist
461,23,pull
462,201,he
463,20,low
464,12,church
465,8,wall
466,2,he
467,14,like
468,213,man
469,5,stiff
470,27,round
471,14,look
472,214,i
473,20,saw
474,19,turning
475,14,i
476,29,set
477,43,face
478,12,home
479,13,best
480,5,use
481,2,i
482,10,shoulder
483,16,saw
484,16,going
485,19,still
486,14,arms
487,8,picking
488,60,way
489,66,feet
490,45,stones
491,15,marshes
492,4,here
493,3,rains
494,124,heavy
495,8,or
496,4,tide
497,16,marshes
498,214,black
499,414,line
500,3,i
501,21,look
502,416,line
503,228,black
504,408,row
505,21,red
506,414,lines
507,10,black
508,216,lines
509,6,edge
510,14,i
511,7,make
512,14,two
513,24,black
514,22,prospect
515,2,standing
516,13,upright
517,17,one
518,13,beacon
519,22,sailors
520,17,like
521,25,cask
522,32,pole
523,13,thing
524,11,hanging
525,448,pirate
526,39,man
527,2,he
528,45,pirate
529,31,life
530,222,down
531,17,going
532,20,back
533,40,hook
534,208,turn
535,407,i
536,3,thought
537,209,i
538,15,saw
539,43,heads
540,203,i
541,3,won
542,201,thought
543,204,i
544,15,round
545,16,young
546,23,man
